date,league,season,referee,odds_over25,odds_under25,squad,opponent,venue,goals_for,goals_against,ht_goals_for,ht_goals_against,shots,shots_on_target,corners,fouls,yellow_cards,red_cards,opp_shots,opp_shots_on_target,opp_corners,opp_fouls,odds_win,odds_draw,odds_loss,result,shot_accuracy,shot_conversion,opp_shot_accuracy,shot_dominance,corner_dominance,discipline_index,foul_rate,second_half_goals,clean_sheet,implied_win_prob,implied_draw_prob,implied_loss_prob,over25_implied,match_points,rolling_form_5,rolling_goals_5,rolling_conceded_5
2022-10-01,SPA-La Liga,2022-2023,,2.32,1.62,Ath Madrid,Sevilla,Away,2,0,1,0,20,6,7,12,2,0,14,3,5,9,2.49,3.19,3.05,W,0.3,0.1,0.21428571428571427,0.5882352941176471,0.5833333333333334,20,12,1,1,0.38506595533321986,0.3005687237553974,0.31436532091138286,0.4111675126903554,3,2.0,1.8,0.8
2022-10-08,SPA-La Liga,2022-2023,,1.93,1.9,Ath Madrid,Girona,Home,2,1,1,0,13,7,8,12,3,0,11,4,3,13,1.49,4.4,7.0,W,0.5384615384615384,0.15384615384615385,0.36363636363636365,0.5416666666666666,0.7272727272727273,30,12,1,0,0.644540241911857,0.21826476373833337,0.13719499434980956,0.4960835509138382,3,2.0,2.0,1.0
2022-10-15,SPA-La Liga,2022-2023,,2.14,1.73,Ath Madrid,Ath Bilbao,Away,1,0,0,0,3,1,1,17,6,0,13,3,6,14,3.02,3.28,2.47,W,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.1875,0.14285714285714285,60,17,1,1,0.31812648724211323,0.29290914374121396,0.3889643690166728,0.4470284237726098,3,2.4,2.0,0.8
2022-10-18,SPA-La Liga,2022-2023,,2.15,1.72,Ath Madrid,Vallecano,Home,1,1,1,0,12,4,3,11,3,0,14,4,4,11,1.53,4.02,7.19,D,0.3333333333333333,0.08333333333333333,0.2857142857142857,0.46153846153846156,0.42857142857142855,30,11,0,0,0.6275917325117087,0.23885953998579962,0.13354872750249155,0.4444444444444444,1,2.0,1.4,0.8
2022-10-23,SPA-La Liga,2022-2023,,2.18,1.7,Ath Madrid,Betis,Away,2,1,0,0,9,3,4,17,3,0,17,4,7,10,2.35,3.32,3.16,W,0.3333333333333333,0.2222222222222222,0.23529411764705882,0.34615384615384615,0.36363636363636365,30,17,2,0,0.4079131543749417,0.28873370866900994,0.3033531369560484,0.43814432989690716,3,2.6,1.6,0.6
2022-10-29,SPA-La Liga,2022-2023,,2.26,1.64,Ath Madrid,Cadiz,Away,2,3,0,1,15,7,3,12,4,0,10,7,5,15,1.6,3.76,6.47,L,0.4666666666666667,0.13333333333333333,0.7,0.6,0.375,40,12,2,0,0.5977904027993474,0.2543788948082329,0.14783070239241974,0.4205128205128206,0,2.0,1.6,1.2
2022-11-06,SPA-La Liga,2022-2023,,2.04,1.79,Ath Madrid,Espanol,Home,1,1,0,0,27,7,12,13,3,0,6,2,2,10,1.45,4.36,7.91,D,0.25925925925925924,0.037037037037037035,0.3333333333333333,0.8181818181818182,0.8571428571428571,30,13,1,0,0.6596823587246146,0.21938977526391998,0.12092786601146537,0.46736292428198434,1,1.6,1.4,1.2
2022-11-09,SPA-La Liga,2022-2023,,2.46,1.55,Ath Madrid,Mallorca,Away,0,1,0,1,17,5,5,17,3,0,9,3,2,14,2.14,3.2,3.78,L,0.29411764705882354,0.0,0.3333333333333333,0.6538461538461539,0.7142857142857143,30,17,0,0,0.4474498024651169,0.2992320553985469,0.2533181421363361,0.38653366583541143,0,1.0,1.2,1.4
2022-12-29,SPA-La Liga,2022-2023,,1.69,2.21,Ath Madrid,Elche,Home,2,0,0,0,18,4,3,14,3,1,5,1,5,20,1.29,5.67,11.24,W,0.2222222222222222,0.1111111111111111,0.2,0.782608695652174,0.375,55,14,2,1,0.7449999824653076,0.16949735050798007,0.08550266702671237,0.5666666666666667,3,1.4,1.4,1.2
2023-01-08,SPA-La Liga,2022-2023,,1.92,1.91,Ath Madrid,Barcelona,Home,0,1,0,1,20,5,7,8,2,1,10,2,4,16,3.1,3.46,2.33,L,0.25,0.0,0.2,0.6666666666666666,0.6363636363636364,45,8,0,0,0.3099404862595537,0.27769234318052505,0.41236717055992134,0.49869451697127937,0,0.8,1.0,1.2
2023-01-15,SPA-La Liga,2022-2023,,1.93,1.89,Ath Madrid,Almeria,Away,1,1,1,1,12,6,4,12,4,1,14,3,3,14,1.73,3.84,4.84,D,0.5,0.08333333333333333,0.21428571428571427,0.46153846153846156,0.5714285714285714,65,12,0,0,0.5531099339325041,0.24918754836021667,0.19770251770727934,0.4947643979057591,1,1.0,0.8,0.8
2023-01-21,SPA-La Liga,2022-2023,,1.87,1.95,Ath Madrid,Valladolid,Home,3,0,3,0,18,8,4,12,1,0,7,1,1,7,1.38,4.8,8.75,W,0.4444444444444444,0.16666666666666666,0.14285714285714285,0.72,0.8,10,12,0,1,0.6919389116789404,0.19893243710769534,0.10912865121336429,0.5104712041884817,3,1.4,1.2,0.6
2023-01-29,SPA-La Liga,2022-2023,,2.34,1.61,Ath Madrid,Osasuna,Away,1,0,0,0,13,5,4,7,0,0,14,4,5,13,2.2,3.23,3.58,W,0.38461538461538464,0.07692307692307693,0.2857142857142857,0.48148148148148145,0.4444444444444444,0,7,1,1,0.43560842933238897,0.2966992397929585,0.26769233087465244,0.40759493670886077,3,2.0,1.4,0.4
2023-02-04,SPA-La Liga,2022-2023,,2.42,1.57,Ath Madrid,Getafe,Home,1,1,0,0,12,4,8,11,3,0,9,1,0,18,1.42,4.24,9.63,D,0.3333333333333333,0.08333333333333333,0.1111111111111111,0.5714285714285714,1.0,30,11,1,0,0.6745992670990936,0.22592711303790394,0.09947361986300236,0.39348370927318294,1,1.6,1.2,0.6
2023-02-12,SPA-La Liga,2022-2023,,2.4,1.58,Ath Madrid,Celta,Away,1,0,0,0,10,2,5,13,2,1,14,3,7,10,2.2,3.21,3.58,W,0.2,0.1,0.21428571428571427,0.4166666666666667,0.4166666666666667,45,13,1,1,0.43480465232427035,0.2979969579792507,0.26719838969647897,0.39698492462311563,3,2.2,1.4,0.4
2023-02-19,SPA-La Liga,2022-2023,,2.34,1.6,Ath Madrid,Ath Bilbao,Home,1,0,0,0,17,5,6,7,2,0,8,2,5,13,2.05,3.27,4.0,W,0.29411764705882354,0.058823529411764705,0.25,0.68,0.5454545454545454,20,7,1,1,0.46741830006968393,0.293029821144603,0.239551878785713,0.40609137055837563,3,2.6,1.4,0.2
2023-02-25,SPA-La Liga,2022-2023,,1.93,1.9,Ath Madrid,Real Madrid,Away,1,1,0,0,7,2,4,8,3,1,18,7,7,10,4.6,3.65,1.82,D,0.2857142857142857,0.14285714285714285,0.3888888888888889,0.28,0.36363636363636365,55,8,1,0,0.20886653041974537,0.26322905203584346,0.5279044175444112,0.4960835509138382,1,2.2,1.0,0.4
2023-03-04,SPA-La Liga,2022-2023,,2.25,1.66,Ath Madrid,Sevilla,Home,6,1,2,1,18,8,7,12,1,0,8,1,3,11,1.7,3.65,5.46,W,0.4444444444444444,0.3333333333333333,0.125,0.6923076923076923,0.7,10,12,4,0,0.5627117686921166,0.26208493336345157,0.1752032979444319,0.4245524296675191,3,2.2,2.0,0.6
2023-03-13,SPA-La Liga,2022-2023,,2.18,1.69,Ath Madrid,Girona,Away,1,0,0,0,14,4,3,12,3,0,6,4,1,6,2.1,3.37,3.65,W,0.2857142857142857,0.07142857142857142,0.6666666666666666,0.7,0.75,30,12,1,1,0.4548580937413331,0.28344272903762596,0.26169917722104097,0.4366925064599483,3,2.6,2.0,0.4
2023-03-18,SPA-La Liga,2022-2023,,2.18,1.7,Ath Madrid,Valencia,Home,3,0,1,0,14,6,4,12,2,0,9,1,2,9,1.57,3.95,6.53,W,0.42857142857142855,0.21428571428571427,0.1111111111111111,0.6086956521739131,0.6666666666666666,20,12,2,1,0.6105389482355003,0.2426699110708191,0.14679114069368077,0.43814432989690716,3,2.6,2.4,0.4
2023-04-02,SPA-La Liga,2022-2023,,1.96,1.86,Ath Madrid,Betis,Home,1,0,0,0,13,7,5,20,1,0,6,2,1,11,1.54,4.17,6.47,W,0.5384615384615384,0.07692307692307693,0.3333333333333333,0.6842105263157895,0.8333333333333334,10,20,1,1,0.6221512492649687,0.22976329109545604,0.14808545963957523,0.486910994764398,3,2.6,2.4,0.4
2023-04-09,SPA-La Liga,2022-2023,,2.32,1.62,Ath Madrid,Vallecano,Away,2,1,2,0,14,4,2,7,0,0,15,3,8,8,1.89,3.45,4.45,W,0.2857142857142857,0.14285714285714285,0.2,0.4827586206896552,0.2,0,7,0,0,0.5069592352271038,0.2777254940809351,0.2153152706919609,0.4111675126903554,3,3.0,2.6,0.4
2023-04-16,SPA-La Liga,2022-2023,,1.59,2.37,Ath Madrid,Almeria,Home,2,1,2,1,19,7,9,7,3,0,2,0,2,8,1.23,6.35,13.07,W,0.3684210526315789,0.10526315789473684,0.0,0.9047619047619048,0.8181818181818182,30,7,0,0,0.7765124049060124,0.1504110642573851,0.07307653083660254,0.5984848484848484,3,3.0,1.8,0.4
2023-04-23,SPA-La Liga,2022-2023,,2.16,1.7,Ath Madrid,Barcelona,Away,0,1,0,1,13,3,3,16,7,0,13,4,3,15,4.09,3.43,1.97,L,0.23076923076923078,0.0,0.3076923076923077,0.5,0.5,70,16,0,0,0.23427093481629926,0.2793493071133131,0.48637975807038775,0.4404145077720207,0,2.4,1.6,0.6
2023-04-26,SPA-La Liga,2022-2023,,2.31,1.62,Ath Madrid,Mallorca,Home,3,1,1,1,24,9,5,10,0,0,6,2,8,9,1.42,4.25,9.22,W,0.375,0.125,0.3333333333333333,0.8,0.38461538461538464,0,10,2,0,0.6719840034023639,0.22452171407796626,0.1034942825196699,0.41221374045801523,3,2.4,1.6,0.8
2023-04-30,SPA-La Liga,2022-2023,,1.84,1.99,Ath Madrid,Valladolid,Away,5,2,3,1,9,6,1,8,1,0,19,6,9,14,1.66,4.01,5.21,W,0.6666666666666666,0.5555555555555556,0.3157894736842105,0.32142857142857145,0.1,10,8,2,0,0.5771728830603389,0.2389294229127587,0.18389769402690256,0.5195822454308094,3,2.4,2.4,1.2
2023-05-03,SPA-La Liga,2022-2023,,1.75,2.11,Ath Madrid,Cadiz,Home,5,1,2,0,18,8,5,12,3,0,2,1,2,9,1.28,5.69,12.11,W,0.4444444444444444,0.2777777777777778,0.5,0.9,0.7142857142857143,30,12,3,0,0.7515102535830009,0.1690567881522392,0.07943295826475981,0.5466321243523315,3,2.4,3.0,1.2
2023-05-14,SPA-La Liga,2022-2023,,1.67,2.22,Ath Madrid,Elche,Away,0,1,0,1,13,4,5,3,0,0,15,4,3,16,1.36,5.11,8.74,L,0.3076923076923077,0.0,0.26666666666666666,0.4642857142857143,0.625,0,3,0,0,0.7033579327657511,0.1871950662546813,0.10944700097956767,0.570694087403599,0,1.8,2.6,1.2
2023-05-21,SPA-La Liga,2022-2023,,1.79,2.05,Ath Madrid,Osasuna,Home,3,0,1,0,15,5,8,6,0,0,12,2,10,11,1.38,4.98,8.57,W,0.3333333333333333,0.2,0.16666666666666666,0.5555555555555556,0.4444444444444444,0,6,2,1,0.6953448815202942,0.1926859310236959,0.11196918745601002,0.5338541666666666,3,2.4,3.2,1.0
2023-05-24,SPA-La Liga,2022-2023,,1.77,2.07,Ath Madrid,Espanol,Away,3,3,2,0,16,7,1,9,3,0,26,13,16,6,2.36,3.57,2.94,D,0.4375,0.1875,0.5,0.38095238095238093,0.058823529411764705,30,9,1,0,0.405879486763034,0.2683124898489524,0.3258080233880136,0.5390625,1,2.0,3.2,1.4
2023-05-28,SPA-La Liga,2022-2023,,1.87,1.95,Ath Madrid,Sociedad,Home,2,1,1,0,11,5,6,8,2,0,10,5,4,10,2.05,3.5,3.68,W,0.45454545454545453,0.18181818181818182,0.5,0.5238095238095238,0.6,20,8,1,0,0.46668357549186573,0.27334323707380703,0.25997318743432735,0.5104712041884817,3,2.0,2.6,1.2
2023-06-04,SPA-La Liga,2022-2023,,1.6,2.37,Ath Madrid,Villarreal,Away,2,2,1,1,9,3,1,12,2,1,22,7,12,9,2.51,3.65,2.69,D,0.3333333333333333,0.2222222222222222,0.3181818181818182,0.2903225806451613,0.07692307692307693,45,12,1,0,0.3815691806667988,0.26239414889689444,0.35603667043630666,0.5969773299748111,1,1.6,2.0,1.4
2022-08-13,SPA-La Liga,2022-2023,,1.5,2.58,Barcelona,Vallecano,Home,0,0,0,0,21,6,8,16,3,1,4,2,0,14,1.21,6.79,14.2,D,0.2857142857142857,0.0,0.5,0.84,1.0,55,16,0,1,0.7915058707442953,0.14104891069228237,0.06744521856342235,0.6323529411764707,1,1.0,0.0,0.0
2022-08-21,SPA-La Liga,2022-2023,,1.79,2.05,Barcelona,Sociedad,Away,4,1,1,1,15,7,6,9,1,0,10,5,3,16,2.12,3.62,3.38,W,0.4666666666666667,0.26666666666666666,0.5,0.6,0.6666666666666666,10,9,3,0,0.4519050362688176,0.26465156820162805,0.2834433955295543,0.5338541666666666,3,2.0,2.0,0.5
2022-08-28,SPA-La Liga,2022-2023,,1.37,3.05,Barcelona,Valladolid,Home,4,0,2,0,24,9,14,9,0,0,8,3,4,8,1.15,8.47,17.97,W,0.375,0.16666666666666666,0.375,0.75,0.7777777777777778,0,9,2,1,0.8334938741670175,0.1131662284878477,0.053339897345134675,0.6900452488687784,3,2.3333333333333335,2.6666666666666665,0.3333333333333333
2022-09-03,SPA-La Liga,2022-2023,,1.79,2.05,Barcelona,Sevilla,Away,3,0,2,0,18,7,4,14,4,0,9,4,4,15,1.82,3.74,4.48,W,0.3888888888888889,0.16666666666666666,0.4444444444444444,0.6666666666666666,0.5,40,14,1,1,0.5282952238015362,0.2570848415290898,0.21461993466937407,0.5338541666666666,3,2.5,2.75,0.25
2022-09-10,SPA-La Liga,2022-2023,,1.59,2.35,Barcelona,Cadiz,Away,4,0,0,0,16,8,6,13,2,0,6,0,5,12,1.24,6.27,13.05,W,0.5,0.25,0.0,0.7272727272727273,0.5454545454545454,20,13,4,1,0.7735230472970865,0.15297744476050834,0.07349950794240515,0.5964467005076142,3,2.6,3.0,0.2
2022-09-17,SPA-La Liga,2022-2023,,1.28,3.62,Barcelona,Elche,Home,3,0,2,0,25,9,6,11,2,0,1,1,0,9,1.1,10.86,25.46,W,0.36,0.12,1.0,0.9615384615384616,1.0,20,11,1,1,0.8737484499803443,0.08850122421532032,0.03775032580433538,0.7387755102040816,3,3.0,3.6,0.2
2022-10-01,SPA-La Liga,2022-2023,,1.62,2.31,Barcelona,Mallorca,Away,1,0,1,0,11,3,5,13,4,0,13,3,5,9,1.35,5.3,8.63,W,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.4583333333333333,0.5,40,13,0,1,0.7086428742960283,0.1805033736414412,0.11085375206253051,0.5877862595419847,3,3.0,3.0,0.0
2022-10-09,SPA-La Liga,2022-2023,,1.56,2.43,Barcelona,Celta,Home,1,0,1,0,13,5,6,16,2,0,14,3,3,9,1.29,5.91,10.72,W,0.38461538461538464,0.07692307692307693,0.21428571428571427,0.48148148148148145,0.6666666666666666,20,16,0,1,0.7470436126823091,0.1630602809408086,0.08989610637688235,0.6090225563909775,3,3.0,2.4,0.0
2022-10-16,SPA-La Liga,2022-2023,,1.58,2.41,Barcelona,Real Madrid,Away,1,3,0,2,18,5,3,14,2,0,8,4,2,11,3.05,3.64,2.28,L,0.2777777777777778,0.05555555555555555,0.5,0.6923076923076923,0.6,20,14,1,0,0.3148980087421078,0.2638568479844584,0.4212451432734337,0.6040100250626567,0,2.4,2.0,0.6
2022-10-20,SPA-La Liga,2022-2023,,1.54,2.48,Barcelona,Villarreal,Home,3,0,3,0,16,5,8,18,0,0,5,1,0,11,1.5,4.76,6.13,W,0.3125,0.1875,0.2,0.7619047619047619,1.0,0,18,0,1,0.6410978648234162,0.20202663807460597,0.15687549710197787,0.6169154228855721,3,2.4,1.8,0.6
2022-10-23,SPA-La Liga,2022-2023,,1.62,2.32,Barcelona,Ath Bilbao,Home,4,0,3,0,10,7,1,7,2,0,5,3,2,13,1.56,4.47,5.68,W,0.7,0.4,0.6,0.6666666666666666,0.3333333333333333,20,7,1,1,0.6158996303088522,0.21494483742322362,0.1691555322679242,0.5888324873096447,3,2.4,2.0,0.6
2022-10-29,SPA-La Liga,2022-2023,,1.6,2.35,Barcelona,Valencia,Away,1,0,0,0,13,2,10,7,5,0,3,2,3,13,1.59,4.38,5.29,W,0.15384615384615385,0.07692307692307693,0.6666666666666666,0.8125,0.7692307692307693,50,7,1,1,0.6011129703856481,0.21821224267424214,0.18067478694010974,0.5949367088607596,3,2.4,2.0,0.6
2022-11-05,SPA-La Liga,2022-2023,,1.27,3.79,Barcelona,Almeria,Home,2,0,0,0,27,13,9,14,2,0,4,1,1,13,1.1,10.92,25.93,W,0.48148148148148145,0.07407407407407407,0.25,0.8709677419354839,0.9,20,14,2,1,0.8747723906718329,0.08811809796144837,0.037109511366718716,0.7490118577075099,3,2.4,2.2,0.6
2022-11-08,SPA-La Liga,2022-2023,,1.71,2.17,Barcelona,Osasuna,Away,2,1,0,1,9,3,5,6,4,2,15,3,2,15,1.54,4.38,6.13,W,0.3333333333333333,0.2222222222222222,0.2,0.375,0.7142857142857143,90,6,2,0,0.623899727662264,0.21936200470317047,0.1567382676345655,0.5592783505154639,3,3.0,2.4,0.2
2022-12-31,SPA-La Liga,2022-2023,,1.43,2.82,Barcelona,Espanol,Home,1,1,1,0,21,6,10,11,6,1,4,1,2,15,1.25,6.43,11.21,D,0.2857142857142857,0.047619047619047616,0.25,0.84,0.8333333333333334,85,11,0,0,0.7657502419518476,0.1488627997573576,0.08538695829079476,0.6635294117647058,1,2.6,2.0,0.4
2023-01-08,SPA-La Liga,2022-2023,,1.92,1.91,Barcelona,Ath Madrid,Away,1,0,1,0,10,2,4,16,3,1,20,5,7,8,2.33,3.46,3.1,W,0.2,0.1,0.25,0.3333333333333333,0.36363636363636365,55,16,0,1,0.41236717055992134,0.27769234318052505,0.3099404862595537,0.49869451697127937,3,2.6,1.4,0.4
2023-01-22,SPA-La Liga,2022-2023,,1.64,2.27,Barcelona,Getafe,Home,1,0,1,0,8,4,4,11,1,0,7,3,2,6,1.18,7.33,17.65,W,0.5,0.125,0.42857142857142855,0.5333333333333333,0.6666666666666666,10,11,0,1,0.8144398300544724,0.13111036827616335,0.05444980166936416,0.5805626598465473,3,2.6,1.4,0.4
2023-01-28,SPA-La Liga,2022-2023,,1.7,2.18,Barcelona,Girona,Away,1,0,0,0,8,3,2,15,3,0,8,2,4,10,1.61,4.31,5.27,W,0.375,0.125,0.25,0.5,0.3333333333333333,30,15,1,1,0.5955739101933791,0.22247656506063587,0.18194952474598491,0.5618556701030928,3,2.6,1.2,0.4
2023-02-01,SPA-La Liga,2022-2023,,1.82,2.02,Barcelona,Betis,Away,2,1,0,0,13,3,6,9,0,0,5,1,1,17,1.67,4.05,5.09,W,0.23076923076923078,0.15384615384615385,0.2,0.7222222222222222,0.8571428571428571,0,9,2,0,0.5745673568703088,0.2369203669070162,0.188512276222675,0.5260416666666667,3,2.6,1.2,0.4
2023-02-05,SPA-La Liga,2022-2023,,1.7,2.16,Barcelona,Sevilla,Home,3,0,0,0,16,7,8,8,0,0,3,1,3,10,1.33,5.39,9.7,W,0.4375,0.1875,0.3333333333333333,0.8421052631578947,0.7272727272727273,0,8,3,1,0.7226129778156171,0.1783070984220354,0.09907992376234752,0.5595854922279793,3,3.0,1.6,0.2
2023-02-12,SPA-La Liga,2022-2023,,1.77,2.08,Barcelona,Villarreal,Away,1,0,1,0,7,4,2,18,4,0,11,2,6,22,1.83,3.85,4.2,W,0.5714285714285714,0.14285714285714285,0.18181818181818182,0.3888888888888889,0.25,40,18,0,1,0.5232755691471288,0.24872579001019368,0.22799864084267757,0.5402597402597403,3,3.0,1.6,0.2
2023-02-19,SPA-La Liga,2022-2023,,1.53,2.52,Barcelona,Cadiz,Home,2,0,2,0,16,5,5,15,2,0,14,4,6,18,1.19,7.09,14.96,W,0.3125,0.125,0.2857142857142857,0.5333333333333333,0.45454545454545453,20,15,0,1,0.8016755110694233,0.13455484600459997,0.06376964292597684,0.6222222222222222,3,3.0,1.8,0.2
2023-02-26,SPA-La Liga,2022-2023,,1.58,2.4,Barcelona,Almeria,Away,0,1,0,1,14,1,7,11,3,0,7,4,4,13,1.44,4.9,6.87,L,0.07142857142857142,0.0,0.5714285714285714,0.6666666666666666,0.6363636363636364,30,11,0,0,0.6651215724396287,0.19546429883940106,0.1394141287209702,0.6030150753768844,0,2.4,1.6,0.4
2023-03-05,SPA-La Liga,2022-2023,,1.83,2.0,Barcelona,Valencia,Home,1,0,1,0,13,4,5,11,0,1,13,1,2,13,1.53,4.33,6.25,W,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.5,0.7142857142857143,25,11,0,1,0.6257239901132721,0.2210987771069991,0.153177232779729,0.5221932114882506,3,2.4,1.4,0.2
2023-03-12,SPA-La Liga,2022-2023,,2.15,1.72,Barcelona,Ath Bilbao,Away,1,0,1,0,10,2,3,7,1,0,15,5,5,13,2.18,3.34,3.49,W,0.2,0.1,0.3333333333333333,0.4,0.375,10,7,0,1,0.4391094703533488,0.2866043848414074,0.27428614480524366,0.4444444444444444,3,2.4,1.0,0.2
2023-03-19,SPA-La Liga,2022-2023,,1.85,1.98,Barcelona,Real Madrid,Home,2,1,1,1,17,7,8,12,4,0,11,3,1,13,2.19,3.54,3.3,W,0.4117647058823529,0.11764705882352941,0.2727272727272727,0.6071428571428571,0.8888888888888888,40,12,1,0,0.43815825006751286,0.2710640021604105,0.2907777477720767,0.5169712793733681,3,2.4,1.2,0.4
2023-04-01,SPA-La Liga,2022-2023,,1.72,2.14,Barcelona,Elche,Away,4,0,1,0,12,6,3,11,3,0,15,2,11,11,1.34,5.16,9.44,W,0.5,0.3333333333333333,0.13333333333333333,0.4444444444444444,0.21428571428571427,30,11,3,1,0.7134504294435395,0.18527588671595793,0.10127368384050245,0.5544041450777203,3,2.4,1.6,0.4
2023-04-10,SPA-La Liga,2022-2023,,1.61,2.33,Barcelona,Girona,Home,0,0,0,0,18,3,12,14,0,0,5,0,2,14,1.3,5.62,10.2,D,0.16666666666666666,0.0,0.0,0.782608695652174,0.8571428571428571,0,14,0,1,0.7359609705995634,0.17024008216715883,0.09379894723327772,0.5913705583756345,1,2.6,1.6,0.2
2023-04-16,SPA-La Liga,2022-2023,,2.22,1.68,Barcelona,Getafe,Away,0,0,0,0,15,3,5,12,1,0,5,1,1,13,1.61,3.87,6.13,D,0.2,0.0,0.2,0.75,0.8333333333333334,10,12,0,1,0.5957120364813387,0.2478285216369394,0.15645944188172192,0.43076923076923074,1,2.2,1.4,0.2
2023-04-23,SPA-La Liga,2022-2023,,2.16,1.7,Barcelona,Ath Madrid,Home,1,0,1,0,13,4,3,15,4,0,13,3,3,16,1.97,3.43,4.09,W,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.5,0.5,40,15,0,1,0.48637975807038775,0.2793493071133131,0.23427093481629926,0.4404145077720207,3,2.2,1.4,0.2
2023-04-26,SPA-La Liga,2022-2023,,2.06,1.77,Barcelona,Vallecano,Away,1,2,0,1,10,5,9,14,4,0,9,6,3,10,1.75,3.72,4.9,L,0.5,0.1,0.6666666666666666,0.5263157894736842,0.75,40,14,1,0,0.547173776003362,0.2574070182811515,0.19541920571548643,0.46214099216710186,0,1.6,1.2,0.4
2023-04-29,SPA-La Liga,2022-2023,,1.66,2.24,Barcelona,Betis,Home,4,0,3,0,15,8,10,10,0,0,4,1,0,9,1.34,5.22,9.1,W,0.5333333333333333,0.26666666666666666,0.25,0.7894736842105263,1.0,0,10,1,1,0.7122721574789925,0.1828438105405843,0.10488403198042308,0.5743589743589743,3,1.6,1.2,0.4
2023-05-02,SPA-La Liga,2022-2023,,1.5,2.6,Barcelona,Osasuna,Home,1,0,0,0,21,4,11,7,0,0,7,2,0,10,1.16,7.76,18.74,W,0.19047619047619047,0.047619047619047616,0.2857142857142857,0.75,1.0,0,7,1,1,0.8255019232253874,0.1233997720285373,0.051098304746075206,0.6341463414634148,3,2.0,1.4,0.4
2023-05-14,SPA-La Liga,2022-2023,,1.77,2.06,Barcelona,Espanol,Away,4,2,3,0,15,5,3,9,3,0,15,7,4,12,1.64,4.06,5.28,W,0.3333333333333333,0.26666666666666666,0.4666666666666667,0.5,0.42857142857142855,30,9,1,0,0.5832444550856496,0.23559628234986832,0.18115926256448206,0.5378590078328982,3,2.4,2.2,0.8
2023-05-20,SPA-La Liga,2022-2023,,1.93,1.9,Barcelona,Sociedad,Home,1,2,0,1,13,4,8,8,4,0,13,6,2,16,1.85,3.7,4.33,L,0.3076923076923077,0.07692307692307693,0.46153846153846156,0.5,0.8,40,8,1,0,0.5188735769922108,0.2594367884961054,0.22168963451168364,0.4960835509138382,0,1.8,2.2,1.2
2023-05-23,SPA-La Liga,2022-2023,,1.6,2.36,Barcelona,Valladolid,Away,1,3,0,2,16,6,6,9,0,0,8,4,2,13,1.99,3.83,3.59,L,0.375,0.0625,0.5,0.6666666666666666,0.75,0,9,1,0,0.48218337395451594,0.250533920148691,0.267282705896793,0.595959595959596,0,1.8,2.2,1.4
2023-05-28,SPA-La Liga,2022-2023,,1.54,2.46,Barcelona,Mallorca,Home,3,0,2,0,28,9,14,4,0,0,3,1,3,9,1.32,5.42,9.38,W,0.32142857142857145,0.10714285714285714,0.3333333333333333,0.9032258064516129,0.8235294117647058,0,4,1,1,0.7224037876764106,0.17593597781049114,0.10166023451309829,0.615,3,1.8,2.0,1.4
2023-06-04,SPA-La Liga,2022-2023,,1.75,2.1,Barcelona,Celta,Away,1,2,0,1,9,2,4,9,2,0,12,9,2,13,2.54,3.68,2.63,L,0.2222222222222222,0.1111111111111111,0.75,0.42857142857142855,0.6666666666666666,20,9,1,0,0.37650646935711,0.2598713130888749,0.3636222175540151,0.5454545454545455,0,1.2,2.0,1.8
2022-08-15,SPA-La Liga,2022-2023,,1.79,2.03,Betis,Elche,Home,3,0,2,0,17,8,8,10,3,0,4,2,4,18,1.45,4.57,7.27,W,0.47058823529411764,0.17647058823529413,0.5,0.8095238095238095,0.6666666666666666,30,10,1,1,0.6593103256674188,0.20919036591198187,0.13149930842059937,0.5314136125654451,3,3.0,3.0,0.0
2022-08-20,SPA-La Liga,2022-2023,,2.18,1.7,Betis,Mallorca,Away,2,1,1,0,8,3,2,17,8,0,13,7,5,22,2.42,3.26,3.1,W,0.375,0.25,0.5384615384615384,0.38095238095238093,0.2857142857142857,80,17,1,0,0.3963572470702666,0.294228385861977,0.3094143670677565,0.43814432989690716,3,3.0,2.5,0.5
2022-08-26,SPA-La Liga,2022-2023,,1.93,1.9,Betis,Osasuna,Home,1,0,1,0,7,1,2,9,0,1,12,2,4,21,1.8,3.68,4.66,W,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.3684210526315789,0.3333333333333333,25,9,0,1,0.5332205666525709,0.2608144076018009,0.20596502574562822,0.4960835509138382,3,3.0,2.0,0.3333333333333333
2022-09-03,SPA-La Liga,2022-2023,,1.46,2.71,Betis,Real Madrid,Away,1,2,1,1,8,4,2,12,1,0,22,4,9,8,6.82,5.13,1.43,L,0.5,0.125,0.18181818181818182,0.26666666666666666,0.18181818181818182,10,12,0,0,0.14087154897446189,0.1872795251473353,0.671848925878203,0.6498800959232613,0,2.25,1.75,0.75
2022-09-11,SPA-La Liga,2022-2023,,1.85,1.97,Betis,Villarreal,Home,1,0,0,0,16,5,9,11,1,0,14,3,8,14,2.88,3.48,2.45,W,0.3125,0.0625,0.21428571428571427,0.5333333333333333,0.5294117647058824,10,11,1,1,0.3329896424052116,0.27557763509396827,0.3914327225008202,0.5157068062827225,3,2.4,1.6,0.6
